,objectDate,locus,city,objectName,subregion,period,Path,title,dynasty,reign,classification,medium,region
9057,ca. 1550-1295 B.C.,unknown,unknown,"Razor-knife, dega",unknown,New Kingdom,554329.json,Knife Razor,Dynasty 18,unknown,unknown,"Stone, cloth, bronze or copper alloy","Upper Egypt, Thebes"
9058,ca. 1550-1295 B.C.,unknown,unknown,"Spoon, duck",unknown,New Kingdom,554330.json,Spoon Decorated with a Duck's Head,Dynasty 18,unknown,unknown,Bronze or copper alloy,unknown
9059,ca. 1550-1295 B.C.,unknown,unknown,"Inlay, cartouche, Thutmose I",unknown,New Kingdom,554331.json,Cartouche-Shaped Inlay with the Name of Thutmose I,Dynasty 18,unknown,unknown,Wood,unknown
9060,ca. 1550-1295 B.C.,unknown,unknown,Bowl,unknown,New Kingdom,554332.json,Bowl,Dynasty 18,unknown,unknown,Pottery,unknown
9061,ca. 1550-1295 B.C.,unknown,unknown,"Basket, oblong",unknown,New Kingdom,554335.json,Oblong Basket with Lid,Dynasty 18,unknown,unknown,Grass,unknown
9062,ca. 1550-1295 B.C.,unknown,unknown,"Statuette, woman",Dra Abu el-Naga,New Kingdom,554337.json,Statuette,Dynasty 18,unknown,unknown,Pottery,"Upper Egypt, Thebes"
9063,ca. 1550-1295 B.C.,unknown,unknown,Rope,Dra Abu el-Naga,New Kingdom,554338.json,Rope,Dynasty 18,unknown,unknown,palm fiber,"Upper Egypt, Thebes"
9064,ca. 1550-1295 B.C.,unknown,unknown,"Ostracon, figured, ibex",Asasif,New Kingdom,554339.json,Figured Ostracon,Dynasty 18,unknown,unknown,"Pottery, ink, paint","Upper Egypt, Thebes"
9065,ca. 1550-1295 B.C.,unknown,unknown,"Figurine, donkey",Dra Abu el-Naga,New Kingdom,554340.json,"Figurine, donkey",Dynasty 18,unknown,unknown,"Pottery, paint","Upper Egypt, Thebes"
9066,ca. 1550-1295 B.C.,unknown,unknown,"Palette, scribe",Dra Abu el-Naga,New Kingdom,554341.json,Scribe's Palette,Dynasty 18,unknown,unknown,"Wood, ink","Upper Egypt, Thebes"
9067,ca. 1550-1295 B.C.,unknown,unknown,Mat,Asasif,New Kingdom,554342.json,Mat,Dynasty 18,unknown,unknown,Fiber,"Upper Egypt, Thebes"
9068,ca. 1550-1295 B.C.,unknown,unknown,Mat,Asasif,New Kingdom,554343.json,Mat,Dynasty 18,unknown,unknown,Fiber,"Upper Egypt, Thebes"
9069,ca. 1550-1295 B.C.,unknown,unknown,"Jar, double",Asasif,New Kingdom,554344.json,"Jar, double",Dynasty 18,unknown,unknown,"Pottery, paint","Upper Egypt, Thebes"
9070,ca. 1550-1295 B.C.,unknown,unknown,Mask,Dra Abu el-Naga,New Kingdom,554345.json,Mask,Dynasty 18,unknown,unknown,"Pottery, gold leaf","Upper Egypt, Thebes"
9071,ca. 1550-1295 B.C.,unknown,unknown,"Music, lute",Dra Abu el-Naga,Early New Kingdom-Ramesside Period,554346.json,Section of lute instrument,unknown,unknown,unknown,Wood,"Upper Egypt, Thebes"
9072,ca. 1550-1295 B.C.,unknown,unknown,Headrest,Dra Abu el-Naga,New Kingdom,554347.json,Headrest,Dynasty 18,unknown,unknown,Wood,"Upper Egypt, Thebes"
9073,ca. 1479-1458 B.C.,unknown,unknown,"Brick, Senimen, Amenhotep I, Hatshepsut, Neferure",Sheikh Abd el-Qurha,New Kingdom,554353.json,Mud Brick of Senimen,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,Mud,"Upper Egypt, Thebes"
9074,ca. 1390-1352 B.C.,unknown,unknown,"Amulet, cartouche, Nebmaatre",West Valley of the Kings,New Kingdom,554361.json,Cartouche of Amenhotep III,Dynasty 18,reign of Amenhotep III,unknown,Faience,"Upper Egypt, Thebes"
9075,ca. 1390-1352 B.C.,unknown,unknown,"Amulet, cartouche, Nebmaatre",West Valley of the Kings,New Kingdom,554362.json,Cartouche of Amenhotep III,Dynasty 18,reign of Amenhotep III,unknown,Faience,"Upper Egypt, Thebes"
9076,ca. 1479-1425 B.C.,rubbish in court,unknown,"Cone, Davies 300, TT 121, Ahmose, high priest, Amun, Thutmose III",Sheikh Abd el-Qurna,New Kingdom,554365.json,Funerary Cone of the High Priest  Ahmose,Dynasty 18,reign of Thutmose III,unknown,Pottery,"Upper Egypt, Thebes"
9077,ca. 1550-1295 B.C.,unknown,unknown,"Cone, Davies 512, Su, overseer, sculptors",Khokha,New Kingdom,554366.json,Funerary Cone of the Overseer of Sculptors Su,Dynasty 18,unknown,unknown,Pottery,"Upper Egypt, Thebes"
9078,ca. 1550-1295 B.C.,courtyard and nearby,unknown,"Cone, Davies 213, Neferperet, cup-bearer, king",Khokha,New Kingdom,554367.json,Funerary Cone of the Cup-Bearer Neferperet,Dynasty 18,unknown,unknown,Pottery,"Upper Egypt, Thebes"
9079,ca. 688-525 B.C.,Forecourt,unknown,"Cone, Davies 515, Padihorresnet, divine adoratress, adoratrice, Akhetamenru",el-Khokha,Saite Period,554368.json,Funerary Cone of the Steward Padihorresnet,Dynasty 26,unknown,unknown,Pottery,"Upper Egypt, Thebes"
9080,ca. 1550-1295 B.C.,courtyard,unknown,"Cone, Davies 348, Wadjmose, scribe, second prophet",Khokha,New Kingdom,554369.json,Funerary Cone of the Scribe Wadjmose,Dynasty 18,unknown,unknown,Pottery,"Upper Egypt, Thebes"
9081,ca. 1550-1295 B.C.,forecourt,unknown,"Cone, Davies 499, Min, overseer, seal",Sheikh Abd el-Qurna,New Kingdom,554370.json,Funerary Cone of the Overseer of the Seal Min,Dynasty 18,unknown,unknown,Pottery,"Upper Egypt, Thebes"
9082,ca. 1550-1295 B.C.,unknown,unknown,"hoe, model",Khokha,New Kingdom,554371.json,Model Hoe,Dynasty 18,unknown,unknown,Bronze or copper alloy,"Upper Egypt, Thebes"
9083,ca. 1479-1453 B.C.,unknown,unknown,"Cone, Davies 139, Intef, TT 155, royal herald",Dra Abu el-Naga,New Kingdom,554372.json,Funerary Cone of the Royal Herald Intef,Dynasty 18,joint reign of Hatshepsut and Thutmose III,unknown,Pottery,"Upper Egypt, Thebes"
9084,ca. 740-700 B.C.,forecourt,unknown,"Cone, Davies 584, Amenirdis, king's daughter, Kashta",Khokha,Third Intermediate Period,554373.json,Funerary Cone Naming a Butler of the God's Hand  Amenirdis Daughter of Kashta,Dynasty 25,unknown,unknown,Pottery,"Upper Egypt, Thebes"
9085,ca. 1550-1295 B.C.,forecourt,unknown,"Cone, Davies 585, Khaempashemes, butler, divine adoratrice",Khokha,New Kingdom,554374.json,Funerary Cone,Dynasty 18,unknown,unknown,Pottery,"Upper Egypt, Thebes"
9086,ca. 1479-1425 B.C.,unknown,unknown,"Cone, Davies 222, Min, TT 109, scribe, overseer, priest, Osiris, oasis",Khokha,New Kingdom,554375.json,Funerary Cone of the Scribe Min,Dynasty 18,reign of Thutmose III,unknown,Pottery,"Upper Egypt, Thebes"
9087,522-343 B.C.,unknown,unknown,"Amulet, lions back to back",unknown,Late Period,554380.json,Amulet: lion and bull back to back,unknown,unknown,unknown,Lapis lazuli,unknown
9088,ca. 1390-1352 B.C.,unknown,unknown,"Amulet, owl",West Valley of the Kings,New Kingdom,554385.json,Owl Amulet,Dynasty 18,reign of Amenhotep III,unknown,Faience,"Upper Egypt, Thebes"
9089,ca. 1640-1550 B.C.,unknown,unknown,"Bucranium, antlers, horns, pan grave, Medjayu",unknown,Second Intermediate Period,554389.json,Bucranium,Dynasty 14-17,unknown,unknown,"Antler, bone, paint",unknown
9090,ca. 1550-1295 B.C.,unknown,unknown,"Inlay, chevron",unknown,New Kingdom,554390.json,Chevron-shaped inlay,Dynasty 18,unknown,unknown,Glass,"Upper Egypt, Thebes"
9091,ca. 1550-1295 B.C.,unknown,unknown,"Inlay, chevron",unknown,New Kingdom,554391.json,Chevron Inlay,Dynasty 18,unknown,unknown,Glass,"Upper Egypt, Thebes"
9092,ca. 1479-1458 B.C.,unknown,unknown,"Scarab, Neferure",unknown,New Kingdom,554406.json,Scarab Inscribed for the God's Wife Neferure,Dynasty 18,reign of Hatshepsut,unknown,Faience,unknown
9093,ca. 1479-1425 B.C.,unknown,unknown,"Scarab, Thutmose III",unknown,New Kingdom,554432.json,"Scarab, Thutmose III",Dynasty 18,reign of Thutmose III,unknown,Glazed steatite,unknown
9094,ca. 1550-1295 B.C.,unknown,unknown,"Amulet, Taweret",unknown,New Kingdom,554461.json,"Amulet, Taweret",Dynasty 18,unknown,unknown,Lapis lazuli,unknown
9095,ca. 1550-1295 B.C.,unknown,unknown,"model, bed, leg",unknown,New Kingdom,554465.json,Leg of a Model Bed,Dynasty 18,unknown,unknown,Wood,unknown
9096,ca. 1550-1295 B.C.,unknown,unknown,"Model, bird trap handle",unknown,New Kingdom,554466.json,Handle for a Model Bird Trap,Dynasty 18,unknown,unknown,Ivory,unknown
9097,ca. 1550-1295 B.C.,unknown,unknown,"needle, fish net",unknown,New Kingdom,554472.json,Needle for Making Fish Net,Dynasty 18,unknown,unknown,Bronze or copper alloy,unknown
9098,ca. 1525-1504 B.C.,unknown,unknown,"Jar, Ahmose-Nefertari",Dra Abu el-Naga,New Kingdom,554479.json,Jar of Ahmose-Nefertari,Dynasty 18,reign of Amenhotep I,unknown,Travertine,"Upper Egypt, Thebes"
9099,ca. 1525-1504 B.C.,unknown,unknown,"Jar, Amenhotep I",Dra Abu el-Naga,New Kingdom,554480.json,Jar of Amenhotep I,Dynasty 18,reign of Amenhotep I,unknown,Travertine,"Upper Egypt, Thebes"
9100,ca. 1525-1504 B.C.,Dra Abu el-Naga,unknown,"Jar fragment, Amenhotep I",unknown,New Kingdom,554481.json,"Jar fragment, Amenhotep I",Dynasty 18,reign of Amenhotep I,unknown,Travertine,"Upper Egypt, Thebes"
9101,ca. 1525-1504 B.C.,unknown,unknown,"Jar fragment, Ahmose-Nefertari",Dra Abu el-Naga,New Kingdom,554483.json,"Jar fragment, Ahmose-Nefertari",Dynasty 18,reign of Amenhotep I,unknown,"Travertine , discolored","Upper Egypt, Thebes"
9102,ca. 1525-1504 B.C.,unknown,unknown,"Jar fragment, Apophis I, Ahmose I",Dra Abu el-Naga,New Kingdom,554484.json,Jar fragment,Dynasty 18,reign of Amenhotep I,unknown,Travertine,"Upper Egypt, Thebes"
9103,ca. 1400-1390 B.C.,foundation deposit,unknown,"Model, vase, Thutmose IV, KV 43",Valley of the Kings,New Kingdom,554487.json,Model Vase from a Foundation Deposit,Dynasty 18,reign of Thutmose IV,unknown,Travertine,"Upper Egypt, Thebes"
9104,ca. 1550-1295 B.C.,rubbish in court,unknown,Scribal Palette fragment,Khokha,New Kingdom,554489.json,Fragment of a scribal palette,Dynasty 18,unknown,unknown,"Wood, ink","Upper Egypt, Thebes"
9105,ca. 1550-1295 B.C.,unknown,unknown,"Statuette, standing goddess,  Upper Egypt",unknown,New Kingdom,554490.json,Goddess of Upper Egypt,Dynasty 18,unknown,unknown,Ivory,unknown
9106,ca. 1479-1458 B.C.,unknown,unknown,"Ostracon, figured, face, beard",Deir el-Bahri,New Kingdom,554491.json,Ostracon,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,"Limestone, ink","Upper Egypt, Thebes"
9107,ca. 1479-1458 B.C.,unknown,unknown,"Ostracon, figured, dog",Deir el-Bahri,New Kingdom,554493.json,Ostracon,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,"Limestone, ink","Upper Egypt, Thebes"
9108,ca. 1295-1170 B.C.,unknown,unknown,"Bowl fragment, blue painted ware",Valley of the Kings,"New Kingdom, Ramesside",554498.json,Bowl with Painted Decoration,Dynasties 19-20,unknown,unknown,"Pottery, blue paint","Upper Egypt, Thebes"
9109,ca. 1550-1295 B.C.,unknown,unknown,Jar,Dra Abu el-Naga,New Kingdom,554512.json,Jar,Dynasty 18,unknown,unknown,Pottery,"Upper Egypt, Thebes"
9110,ca. 1550-1295 B.C.,unknown,unknown,"Beaker, black topped",unknown,New Kingdom,554515.json,Black-topped Red Ware Beaker,Dynasty 18,unknown,unknown,Pottery,unknown
9111,ca. 1550-1295 B.C.,unknown,unknown,Cubit rod fragment,unknown,New Kingdom,554519.json,Fragment of a Cubit Measuring Rod,Dynasty 18,unknown,unknown,Slate,unknown
9112,ca. 1550-1390 B.C.,unknown,unknown,"Stela, Scribe Amenhotep",unknown,New Kingdom,554521.json,Stela of the Scribe Amenhotep,Dynasty 18,Before the reign of Amenhotep III,unknown,"Limestone, pigment","Upper Egypt, Thebes"
9113,ca. 1550-1295 B.C.,Tomb of Tjetji,unknown,Spoon,Saqqara,New Kingdom,554523.json,Spoon,Dynasty 18,unknown,unknown,Wood,Memphite Region
9114,ca. 1550-1295 B.C.,Tomb of Tjetji,unknown,Comb,Saqqara,New Kingdom,554526.json,Comb,Dynasty 18,unknown,unknown,Wood,Memphite Region
9115,ca. 1550-1479 B.C.,unknown,unknown,"Cylinder seal, Ahmose-Nefertari, great hereditary noblewoman, rp'tt wrt",unknown,New Kingdom,554540.json,Cylinder Bead Inscribed for Ahmose-Nefertari,early Dynasty 18,unknown,unknown,Glazed steatite,unknown
9116,ca. 1479-1425 B.C.,unknown,unknown,"Scarab, Thutmose III",unknown,New Kingdom,554543.json,Scarab of Thutmose III,Dynasty 18,reign of Thutmose III,unknown,Glazed steatite,unknown
9117,ca. 1479-1425 B.C.,unknown,unknown,"Scarab, Thutmose III",unknown,New Kingdom,554544.json,Scarab of Thutmose III,Dynasty 18,reign of Thutmose III,unknown,Green glazed steatite,unknown
9118,ca. 1479-1425 B.C.,unknown,unknown,"Scarab, Thutmose III",unknown,New Kingdom,554545.json,Scarab of Thutmose III,Dynasty 18,reign of Thutmose III,unknown,Glazed steatite,unknown
9119,ca. 1479-1425 B.C.,unknown,unknown,"Plaque, Thutmose III",unknown,New Kingdom,554548.json,"Plaque, Thutmose III",Dynasty 18,reign of Thutmose III,unknown,Faience,unknown
9120,ca. 1479-1425 B.C.,unknown,unknown,"Ring, Thutmose III",unknown,New Kingdom,554549.json,"Ring, Thutmose III",Dynasty 18,reign of Thutmose III,unknown,"Bronze or copper alloy, steatite",unknown
9121,ca. 1479-1425 B.C.,unknown,unknown,"Scarab, Thutmose III, commemorative, obelisks",unknown,New Kingdom,554560.json,Scarab Commemorating Two Obelisks of Thutmose III,Dynasty 18,reign of Thutmose III,unknown,Glazed steatite,unknown
9122,ca. 1479-1458 B.C.,Foundation deposit,unknown,"Model, pot stand, basketry",Valley of the Kings,New Kingdom,554563.json,Model Pot Stand from a Foundation Deposit for Hatshepsut's Tomb,Dynasty 18,Joint reign of Hatshepsut and Thutmose III,unknown,"Palm leaf, grass","Upper Egypt, Thebes"
9123,ca. 1550-1295 B.C.,unknown,unknown,"Bead, Merytamun, queen",unknown,New Kingdom,554595.json,Bead Inscribed with the Name of Queen Merytamun,Dynasty 18,unknown,unknown,Jasper,unknown
9124,ca. 1525-1504 B.C.,unknown,unknown,"Scarab, Merytamun",unknown,New Kingdom,554596.json,Scarab Inscribed for Merytamun,Dynasty 18,reign of Amenhotep I,unknown,Carnelian,unknown
9125,ca. 1550-1295 B.C.,unknown,unknown,"Scarab, Princess Merytnub",unknown,New Kingdom,554597.json,Scarab Inscribed for Princess Merytnub,Dynasty 18,unknown,unknown,Steatite,unknown
9126,ca. 1525-1504 B.C.,unknown,unknown,"Scarab, Queen Merytamun",unknown,New Kingdom,554598.json,Scarab Inscribed for Queen Merytamun,Dynasty 18,reign of Amenhotep I,unknown,Faience,unknown
9127,ca. 1550-1295 B.C.,unknown,unknown,"Scarab, Wy. queen",unknown,New Kingdom,554599.json,Scarab Inscribed for an Unknown Queen Wy,Dynasty 18,unknown,unknown,"Steatite, glazed",unknown
9128,ca. 1550-1295 B.C.,unknown,unknown,"Amulet, Taweret",unknown,New Kingdom,554605.json,Taweret amulet,Dynasty 18,unknown,unknown,Carnelian,unknown
9129,ca. 1390-1352 B.C.,unknown,unknown,"Vase fragment, Amenhotep III, Tiye, Hennetaneb",unknown,New Kingdom,554606.json,"Vase fragment with the names of Amenhotep III, Tiye, and Hennetaneb",Dynasty 18,reign of Amenhotep III,unknown,Faience,unknown
9130,ca. 1550-1295 B.C.,unknown,unknown,"Sistrum, Hathor emblem, Bat",unknown,New Kingdom,554615.json,Hathor Head from a Sistrum Handle,Dynasty 18,unknown,unknown,Faience,unknown
9131,ca. 1550-1295 B.C.,unknown,unknown,"Magic, knife",unknown,New Kingdom,554621.json,Fragment of a Magic Knife,Dynasty 18,unknown,unknown,Faience,unknown
9132,ca. 1390-1352 B.C.,unknown,unknown,"Amulet, Heh hieroglyph, Amenhotep III",West Valley of the Kings,New Kingdom,554624.json,Heh amulet with the Name of Amenhotep III,Dynasty 18,reign of Amenhotep III,unknown,Faience,"Upper Egypt, Thebes"
9133,ca. 1390-1352 B.C.,unknown,unknown,"Amulet, ankh, was-scepters",West Valley of the Kings,New Kingdom,554625.json,Amulet with an Ankh and Two Was Scepters,Dynasty 18,reign of Amenhotep III,unknown,Faience,"Upper Egypt, Thebes"
9134,ca. 1390-1352 B.C.,unknown,unknown,"Amulet, cartouche, Amenhotep III",West Valley of the Kings,New Kingdom,554633.json,Fragmentary Cartouche Amulet,Dynasty 18,reign of Amenhotep III,unknown,Faience,"Upper Egypt, Thebes"
9135,ca. 1550-1295 B.C.,unknown,unknown,Amulet,unknown,New Kingdom,554637.json,Amulet,Dynasty 18,unknown,unknown,Blue glass,unknown
9136,ca. 1570-1479 B.C.,unknown,unknown,"Hathor emblem, Bat",unknown,New Kingdom,554645.json,Hathor,Dynasty 18,unknown,unknown,"Elephant ivory, blue pigment",unknown
9137,ca. 1390-1352 B.C.,unknown,unknown,"Plaque, for jewelry",unknown,New Kingdom,554646.json,Plaque from a bracelet,Dynasty 18,reign of Amenhotep III,unknown,Carnelian,"Upper Egypt, Thebes"
9138,ca. 1390-1352 B.C.,unknown,unknown,"Kohl tube, double, names of Amenhotep III and Tiye",Asasif,New Kingdom,554648.json,Double kohl tube with the names of Amenhotep III and Tiye,Dynasty 18,reign of Amenhotep III,unknown,Wood,"Upper Egypt, Thebes"
9139,ca. 1450-1350 B.C.,unknown,unknown,"Head, man",unknown,New Kingdom,554650.json,Head of a Man,mid-Dynasty 18,unknown,unknown,Stone,unknown
9140,ca. 1390-1352 B.C.,unknown,unknown,"Amulet, hieroglyphic",West Valley of the Kings,New Kingdom,554651.json,Hieroglyphic Amulet,Dynasty 18,reign of Amenhotep III,unknown,Faience,"Upper Egypt, Thebes"
9141,ca. 1390-1352 B.C.,unknown,unknown,"Amulet, djed pillar",West Valley of the Kings,New Kingdom,554652.json,Djed Amulet,Dynasty 18,reign of Amenhotep III,unknown,Faience,"Upper Egypt, Thebes"
9142,ca. 1550-1295 B.C.,In rubbish near foundation deposit 9,unknown,"Papyrus, Letter, hieratic",Deir el-Bahri,New Kingdom,554654.json,Letter with hieratic inscription,Dynasty 18,unknown,unknown,"Papyrus, ink","Upper Egypt, Thebes"
9143,ca. 1479-1458 B.C.,unknown,unknown,"Scribe's box, cylindrical",Deir el-Bahri,New Kingdom,554661.json,Cylindrical Scribe's Box,Dynasty 18,joint reign of Hatshepsut and Thutmose III,unknown,"Wood, string","Upper Egypt, Thebes"
9144,ca. 1479-1458 B.C.,unknown,unknown,"Cone, Davies 518, Hapusenb, prophet, Amun, seal-bearer, TT 67",Sheikh Abd el-Qurna,New Kingdom,554664.json,Funerary Cone of the High Priest of Amun Hapusenb,Dynasty 18,joint reign of Hatshepsut and Thutmose III,unknown,Pottery,"Upper Egypt, Thebes"
9145,ca. 1425-1352 B.C.,unknown,unknown,"Cone, oval, Heqaerneheh, child, nursery, royal tutor, TT 64",Sheikh Abd el-Qurna,New Kingdom,554665.json,Funerary Cone of the Royal Tutor Heqaerneheh,Dynasty 18,reign of Amenhotep II-Amenhotep III,unknown,Pottery,"Upper Egypt, Thebes"
9146,ca. 1479-1458 B.C.,unknown,unknown,"Cone, brick, Davies 499, Min, overseer, seal",Sheikh Abd el-Qurna,New Kingdom,554666.json,Stamped Mud Brick with the Name Min,Dynasty 18,Joint Reign of Hatshepsut and Thutmose III,unknown,Pottery,"Upper Egypt, Thebes"
9147,ca. 1479-1390 B.C.,unknown,unknown,"Stela, Qenamun, Amenhotep I, Senwosret I",unknown,New Kingdom,554668.json,Stela of Qenamun worshipping Amenhotep I and Senwosret I,Dynasty 18,reigns of Thutmose III to Thutmose IV,unknown,Limestone,"Upper Egypt, Thebes"
9148,ca. 1550-1525 B.C.,unknown,unknown,"Scarab, Ahmose, Nebpehtyre",unknown,New Kingdom,554671.json,Scarab Inscribed with the Throne Name of Ahmose,Dynasty 18,reign of Ahmose,unknown,"Steatite, glazed",unknown
9149,ca. 1550-1525 B.C.,unknown,unknown,"Scarab, Ahmose, Nebpehtyre",unknown,New Kingdom,554672.json,Scarab Inscribed with the Throne Name of Ahmose,Dynasty 18,reign of Ahmose,unknown,Steatite,unknown
9150,ca. 1550-1525 B.C.,unknown,unknown,"Scarab, Ahmose, Nebpehtyre,",unknown,New Kingdom,554673.json,Scarab Inscribed with the Throne Name of Ahmose,Dynasty 18,reign of Ahmose,unknown,Faience,unknown
9151,ca. 1550-1525 B.C.,unknown,unknown,"Scarab, Ahmose, Nebpehtire",unknown,New Kingdom,554674.json,Scarab Inscribed with the Throne Name of Ahmose,Dynasty 18,reign of Ahmose,unknown,"Steatite, glazed",unknown
9152,ca. 1550-1525 B.C.,unknown,unknown,"Plaque, Ahmose",unknown,New Kingdom,554675.json,Plaque Inscribed with the Name Ahmose,Dynasty 18,reign of Ahmose,unknown,Steatite,unknown
9153,ca. 1550-1295 B.C.,unknown,unknown,"Mirror, papyrus, falcons",unknown,New Kingdom,554678.json,Mirror,Dynasty 18,unknown,unknown,Bronze or copper alloy,unknown
9154,ca. 1550-1295 B.C.,unknown,unknown,Mirror disk,unknown,New Kingdom,554679.json,Mirror,Dynasty 18,unknown,unknown,Bronze or copper alloy,unknown
9155,ca. 1550-1295 B.C.,unknown,unknown,"Mirror, woman, papyrus",unknown,New Kingdom,554680.json,Mirror,Dynasty 18,unknown,unknown,Bronze or copper alloy,unknown
9156,ca. 1550-1295 B.C.,unknown,unknown,"Chisel, stone",unknown,New Kingdom,554681.json,Stone Mason's Chisel,Dynasty 18,unknown,unknown,Bronze or copper alloy,unknown
